pos,sql,local,localopt
testdata/logic_test/tuple:167,SELECT (t.*) AS a FROM t,10345,26587
testdata/logic_test/show_trace:513,"SELECT DISTINCT node_id, store_id, replica_id   FROM [SHOW EXPERIMENTAL_REPLICA TRACE FOR SESSION]",8543,9204
testdata/logic_test/no_primary_key:23,"SELECT a, b FROM t",7933,9544
testdata/logic_test/join:270,SELECT * FROM empty AS a FULL OUTER JOIN onecolumn AS b USING(x) ORDER BY x,19104,56810
testdata/logic_test/function_lookup:24,SELECT * FROM foo LIMIT length(pg_typeof(123)),7360,16494
testdata/logic_test/family:53,SELECT * FROM abcd,6943,10122
testdata/logic_test/select_table_alias:42,"SELECT * FROM abc AS foo (foo1, foo2, foo3)",6498,9010
testdata/logic_test/insert:406,SELECT * FROM insert_t,8261,12113
testdata/logic_test/aggregate:289,"SELECT v, count(*), w FROM kv GROUP BY 1, 3",22090,30712
testdata/logic_test/aggregate:961,SELECT min(v) FROM opt_test,23780,48151
testdata/logic_test/aggregate:943,SELECT sum(abc.d) FROM kv JOIN abc ON kv.k >= abc.d GROUP BY kv.*,32078,94671
testdata/logic_test/uuid:75,"SELECT token FROM u WHERE token IN ('63616665-6630-3064-6465-616462656562', '63616665-6630-3064-6465",28400,50488
testdata/logic_test/postgres_jsonb:54,SELECT test_json ->> 'field2' FROM test_jsonb WHERE json_type = 'object',26297,48427
testdata/logic_test/join:44,SELECT * FROM onecolumn AS a NATURAL JOIN onecolumn as b,14413,44846
testdata/logic_test/join:615,SELECT * FROM pairs FULL OUTER JOIN square ON pairs.a + pairs.b = square.sq,22978,45638
testdata/logic_test/distinct_on:219,SELECT DISTINCT ON (max(x)) min(y) FROM xyz,25559,55069
testdata/logic_test/aggregate:442,"SELECT v, count(k) FROM kv GROUP BY v ORDER BY v",20167,30386
testdata/logic_test/join:802,"SELECT s, str1.s, str2.s FROM str1 FULL OUTER JOIN str2 USING(s)",21292,54016
testdata/logic_test/decimal:296,SELECT * FROM s@primary WHERE d = 10,24641,36143
testdata/logic_test/typing:51,SELECT * FROM d,5209,8964
testdata/logic_test/suboperators:86,"SELECT * FROM abc WHERE a = ANY(ARRAY[1,3]) ORDER BY a",24861,31932
testdata/logic_test/storing:73,SELECT a FROM t14601 ORDER BY a,9935,15044
testdata/logic_test/schema_change_in_txn:317,SELECT * FROM test.cutlery,10432,14107
testdata/logic_test/order_by:214,"SELECT generate_series, ARRAY[generate_series] FROM generate_series(1, 1) ORDER BY -generate_series",13397,25152
testdata/logic_test/join:363,SELECT * FROM a FULL OUTER JOIN b ON a.i = b.i,21044,44342
testdata/logic_test/aggregate:162,SELECT array_agg(1) FROM kv,14054,30253
testdata/logic_test/storing:112,"SELECT a, b FROM t14601a ORDER BY a",13476,16307
testdata/logic_test/srfs:86,"SELECT * FROM generate_series(1, 1) WITH ORDINALITY AS c(x, y)",6727,10828
testdata/logic_test/select_index:248,SELECT * FROM abcd@abcd WHERE a = 1 AND b IS NULL AND c > 0 AND c < 10 ORDER BY c,63166,100289
testdata/logic_test/rows_from:40,"SELECT * FROM ROWS FROM (generate_series(1,2), current_user)",6624,12674
testdata/logic_test/order_by:410,"SELECT a, b, c FROM abc2 ORDER BY PRIMARY KEY abc2 DESC",20188,18073
testdata/logic_test/array:771,SELECT * FROM a,10013,10745
testdata/logic_test/postgresjoin:1861,"SELECT * FROM (SELECT name, n as s1_n, 1 as s1_1 FROM t1) as s1 NATURAL FULL JOIN (SELECT name, n as",61039,116067
testdata/logic_test/datetime:880,"SELECT b, b::date, c, c::date FROM u WHERE a = 123",29618,54264
testdata/logic_test/collatedstring_index2:74,"SELECT a, b FROM t ORDER BY a, b",14221,19789
testdata/logic_test/alter_table:56,SELECT * FROM t,5977,11420
testdata/logic_test/suboperators:281,"SELECT * FROM abc WHERE a > ALL(ARRAY[1, 4])",21218,28322
testdata/logic_test/serial:81,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM serials",26208,37645
testdata/logic_test/select:268,SELECT * FROM xyzw ORDER BY x LIMIT 1 OFFSET 1,12710,18281
testdata/logic_test/order_by:22,SELECT c FROM t ORDER BY c,9149,13289
testdata/logic_test/order_by:290,SELECT a+b FROM (SELECT * FROM abcd ORDER BY d),19261,28045
testdata/logic_test/join:206,SELECT * FROM onecolumn AS a LEFT OUTER JOIN empty AS b USING(x) ORDER BY x,16106,46831
testdata/logic_test/array:594,SELECT b FROM a,5728,12975
testdata/logic_test/suboperators:343,SELECT * FROM abc WHERE a < ALL(SELECT a FROM abc WHERE a >= 2),39341,61023
testdata/logic_test/interleaved:89,SELECT * FROM p1_1@p1_id WHERE d BETWEEN 1.5 AND 4.0,33820,43338
testdata/logic_test/distinct_on:141,SELECT DISTINCT ON (y) y FROM xyz,8105,16608
testdata/logic_test/array:403,SELECT ARRAY[ROW()] FROM ident,6821,16969
testdata/logic_test/array:723,SELECT b FROM a,5804,9708
testdata/logic_test/aggregate:331,"SELECT count(*), k+v FROM kv GROUP BY k+v",24959,43082
testdata/logic_test/txn:71,SELECT * FROM kv,5483,8232
testdata/logic_test/show_trace:177,"SELECT operation, message FROM [SHOW KV TRACE FOR SESSION]",5909,6794
testdata/logic_test/order_by:94,"SELECT a AS foo, b FROM t ORDER BY a DESC",12047,13909
testdata/logic_test/multi_statement:16,SELECT * FROM kv,5503,8422
testdata/logic_test/interleaved:382,SELECT count(*) FROM users JOIN documents ON users.id=documents.user_id WHERE documents.id=0,39768,82077
testdata/logic_test/as_of:15,SELECT * FROM t AS OF SYSTEM TIME '-1ns',203239,180342
testdata/logic_test/serial:130,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM serial",22573,32718
testdata/logic_test/join:863,SELECT * FROM xyu LEFT OUTER JOIN xyv ON xyu.x = xyv.x AND xyu.y = xyv.y AND xyu.x = 1 AND xyu.y < 1,65138,134474
testdata/logic_test/join:1054,SELECT * FROM onecolumn AS a(x) RIGHT JOIN twocolumn ON false,16737,30755
testdata/logic_test/distinct:77,SELECT DISTINCT y + z FROM xyz ORDER by (y + z),16944,39263
testdata/logic_test/aggregate:178,SELECT 1 FROM kv GROUP BY v,12309,31718
testdata/logic_test/aggregate:470,"SELECT v, count(k) FROM kv GROUP BY v ORDER BY 1 DESC",20220,31338
testdata/logic_test/select_index_flags:43,SELECT * FROM abcd@cd WHERE a >= 20 AND a <= 30,34153,39731
testdata/logic_test/schema_change_in_txn:245,SELECT * FROM ship,7865,14467
testdata/logic_test/postgres_jsonb:34,SELECT test_json -> 'x' FROM test_jsonb WHERE json_type = 'object',29306,50849
testdata/logic_test/collatedstring_uniqueindex2:115,"SELECT b, a FROM t ORDER BY b, a",14336,18447
testdata/logic_test/aggregate:591,"SELECT avg(DISTINCT k), avg(DISTINCT v), sum(DISTINCT k), sum(DISTINCT v) FROM kv",26113,44712
testdata/logic_test/srfs:643,"SELECT * FROM generate_subscripts(ARRAY[3,2,1], -1)",11469,13873
testdata/logic_test/select_index:460,SELECT * FROM noncover WHERE c = 7,25068,32482
testdata/logic_test/order_by:111,"SELECT a, b FROM t WHERE b = 7 ORDER BY b, a",26749,39606
testdata/logic_test/join:916,"SELECT * FROM xyu RIGHT OUTER JOIN (SELECT * FROM xyv ORDER BY x, y) AS xyv ON xyu.x = xyv.x AND xyu",67325,115610
testdata/logic_test/create_as:9,SELECT * FROM runningOut,6879,11257
testdata/logic_test/aggregate:483,SELECT count(kv.*) FROM kv,19752,40469
testdata/logic_test/srfs:633,"SELECT * FROM generate_subscripts(ARRAY[3,2,1], 0, false)",6871,16282
testdata/logic_test/system:74,SELECT length(descriptor) * (id - 1) FROM system.descriptor WHERE id = 1,202802,238262
testdata/logic_test/postgresjoin:1820,SELECT * FROM (SELECT * FROM t2) as s2 LEFT JOIN (SELECT * FROM t3) s3 USING (name),22925,39581
testdata/logic_test/ordinality:50,"SELECT * FROM (SELECT x, ordinality*2 FROM foo WITH ORDINALITY AS a) JOIN foo WITH ORDINALITY AS b U",30636,64290
testdata/logic_test/join:608,"SELECT a, b, n, sq FROM (SELECT a, b, a * b / 2 AS div, n, sq FROM pairs, square) WHERE div = sq",40613,69353
testdata/logic_test/distinct_on:43,"SELECT DISTINCT ON (x, y, z) x, y, z FROM xyz",12306,20798
testdata/logic_test/typing:126,SELECT * FROM untyped,13335,12751
testdata/logic_test/select_index:32,"SELECT i, s FROM ab WHERE (i, s) < (1, 'c')",34611,45235
testdata/logic_test/postgres_jsonb:121,SELECT (test_json->'field3') IS NULL AS expect_false FROM test_jsonb WHERE json_type = 'object',32476,59558
testdata/logic_test/datetime:936,"SELECT b + interval '1m', interval '1m' + b, c + interval '1m', interval '1m' + c FROM tz WHERE a = ",41332,72875
testdata/logic_test/tuple:175,"SELECT ((1, 2), 'equal') = ((1, 2.0), 'equal') AS a,        ((1, 2), 'equal') = ((1, 2.0), 'not equa",39067,86778
testdata/logic_test/subquery:291,SELECT EXISTS(SELECT 1 FROM kv WHERE k = 2),24009,45733
testdata/logic_test/suboperators:137,"SELECT 1 = ANY(SELECT * FROM unnest(ARRAY[1.0, 1.1]))",14986,30995
testdata/logic_test/join:59,SELECT * FROM onecolumn AS a LEFT OUTER JOIN onecolumn AS b USING(x) ORDER BY x,15894,45672
testdata/logic_test/check_constraints:177,SELECT * FROM t5,7052,8255
testdata/logic_test/aggregate:521,"SELECT count(DISTINCT a.*) FROM kv a, kv b",26805,56086
testdata/logic_test/values:29,"SELECT a + b FROM (VALUES (1, 2), (3, 4), (5, 6)) AS v(a, b)",9479,27653
testdata/logic_test/update:325,SELECT * FROM pks,6433,9913
testdata/logic_test/srfs:173,"SELECT x, generate_series(3, x, -1) FROM ordered_t ORDER BY 1, 2;",15877,28671
testdata/logic_test/select:116,SELECT * FROM kv,5507,7945
testdata/logic_test/json:132,"SELECT bar FROM foo WHERE bar ?| ARRAY['a','b']",19878,26271
testdata/logic_test/collatedstring_nullinindex:22,SELECT b FROM t ORDER BY b,11879,15249
testdata/logic_test/tuple:771,"SELECT (((1,'2',true) AS a,b,c)).a       ,(((1,'2',true) AS a,b,c)).b       ,(((1,'2',true) AS a,b,c",16677,29071
testdata/logic_test/subquery:470,SELECT * FROM test2 WHERE 0 = CASE WHEN true THEN (SELECT a FROM test LIMIT 1) ELSE 10 END,27291,41088
testdata/logic_test/sequences:867,SELECT message FROM [SHOW KV TRACE FOR SESSION],4809,7155
testdata/logic_test/interleaved:104,SELECT * FROM p2,4960,7566
testdata/logic_test/update:117,SELECT * FROM kv2,5732,10069
testdata/logic_test/parallel_stmts:198,"SELECT k, v FROM kv ORDER BY k",8565,9848
testdata/logic_test/distinct_on:329,"SELECT DISTINCT ON(((x)), (x, y)) x, y FROM xyz",12751,22896
testdata/logic_test/aggregate:967,SELECT min(v) FROM opt_test@primary,21876,43821
testdata/logic_test/tuple:218,"SELECT k, v FROM kv WHERE (k, v) = (1, 100)",34132,43621
testdata/logic_test/distinct:32,"SELECT DISTINCT y, z FROM xyz",8914,15822
testdata/logic_test/tuple:247,SELECT 3 IN (SELECT c FROM t ORDER BY 1 ASC) AS r,21461,32209
testdata/logic_test/srfs:80,"SELECT * FROM generate_series(1, 1) WITH ORDINALITY",6498,10092
testdata/logic_test/srfs:136,"SELECT t.*, u.*, a.*, b.* FROM t, u, generate_series(1, 2) AS a, generate_series(3, 4) AS b",33295,61445
testdata/logic_test/interleaved:481,SELECT message FROM [SHOW KV TRACE FOR SESSION],4731,6823
testdata/logic_test/distinct_on:293,"SELECT DISTINCT ON (1,2,3) x, y, z FROM xyz",11407,21649
testdata/logic_test/default:83,"SELECT a, b <= now(), c = -1.0 FROM t WHERE a = 1",48581,76521
testdata/logic_test/where:33,"SELECT * FROM kv WHERE k IN (1, 3)",20482,30623
testdata/logic_test/tuple:811,"SELECT ((ROW(1,'2',true) AS a,b,c)).* FROM tb",10643,20644
testdata/logic_test/select_index_flags:35,SELECT * FROM abcd@b WHERE a >= 20 AND a <= 30,36352,39160
testdata/logic_test/join:218,SELECT * FROM empty AS a LEFT OUTER JOIN onecolumn AS b USING(x),14300,39975
testdata/logic_test/distinct_on:161,"SELECT DISTINCT ON (a) a, b, c FROM abc ORDER BY a, b, c",13331,23911
testdata/logic_test/select_table_alias:121,SELECT * FROM to_english(3) AS x,4647,9185
testdata/logic_test/optimizer:46,SELECT * FROM test.t UNION SELECT * FROM test.t,17766,17198
testdata/logic_test/as_of:27,SELECT * FROM t AS OF SYSTEM TIME -( ('1' || 'ns')::INTERVAL ),158903,183340
testdata/logic_test/srfs:50,"SELECT * FROM generate_series(3, 1, -1)",5157,9532
testdata/logic_test/select_index:21,SELECT b FROM t WHERE c > 4.0 AND a < 4,37596,48167
testdata/logic_test/join:714,SELECT * FROM t1 NATURAL FULL OUTER JOIN t2,31930,73558
testdata/logic_test/subquery:199,SELECT * FROM abc WHERE a = 7,18622,22797
testdata/logic_test/select_index:482,SELECT * FROM noncover WHERE b = 5 AND b <> 5 AND d>100,45087,34474
testdata/logic_test/as_of:10,SELECT * FROM t AS OF SYSTEM TIME '-0ns',189522,249128
testdata/logic_test/update:165,SELECT * FROM abc,6262,9099
testdata/logic_test/sequences:855,SELECT count(DISTINCT x) FROM svals,13125,23960
testdata/logic_test/select_index:228,SELECT * FROM abcd@abcd WHERE a IS NULL ORDER BY b,27949,42218
testdata/logic_test/join:222,SELECT * FROM onecolumn AS a(x) RIGHT OUTER JOIN empty AS b(y) ON a.x = b.y,19594,45513
testdata/logic_test/join:343,SELECT * FROM a INNER JOIN b ON a.i = b.i,21640,46845
testdata/logic_test/alter_table:569,SELECT * FROM d,9598,9355
testdata/logic_test/srfs:324,SELECT * FROM current_schema() WITH ORDINALITY AS a(b),6311,10760
testdata/logic_test/serial:157,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM smallbig",27298,35892
testdata/logic_test/select:567,"SELECT x + 1, x + y FROM a WHERE x + y > 20",34421,46018
testdata/logic_test/schema_change_in_txn:465,SELECT * FROM want@foo,7319,10765
testdata/logic_test/aggregate:167,SELECT json_agg(1) FROM kv,11660,28415
testdata/logic_test/select_index_flags:27,SELECT * FROM abcd@primary WHERE a >= 20 AND a <= 30,30435,36078
testdata/logic_test/interleaved:64,SELECT * FROM p1_1,6159,8064
testdata/logic_test/datetime:81,"SELECT max(b), max(c), max(d), max(e) FROM u",34533,48403
testdata/logic_test/array:551,SELECT * FROM a,5335,11159
testdata/logic_test/aggregate:115,"SELECT COALESCE(max(1), 0) FROM generate_series(1,0)",16013,53732
testdata/logic_test/aggregate:1100,"SELECT z, x, max(y) FROM group_ord GROUP BY x, z",23521,33025
testdata/logic_test/truncate:45,SELECT * FROM kv,5276,8248
testdata/logic_test/rename_table:139,SELECT * FROM test2.t,5690,8880
testdata/logic_test/parallel_stmts:68,"SELECT k, v FROM kv ORDER BY k",8751,9702
testdata/logic_test/distinct_on:107,"SELECT DISTINCT ON (y, x) x FROM xyz",13355,20552
testdata/logic_test/aggregate:1155,"SELECT v, array_agg('a') FROM kv GROUP BY v",18069,34755
testdata/logic_test/select_index:41,"SELECT i, s FROM ab@baz WHERE (i, s) < (1, 'c')",38241,54410
testdata/logic_test/schema_change_in_txn:238,SELECT * FROM shop,7732,11601
testdata/logic_test/pgoidtype:274,SELECT * FROM o WHERE a < 3,18291,23152
testdata/logic_test/collatedstring_uniqueindex1:108,"SELECT a, b FROM t ORDER BY a, b",14117,17987
testdata/logic_test/tuple:817,"SELECT (((ROW(1,'2',true) AS a,b,c)).*, 456) FROM tb",9130,28724
testdata/logic_test/subquery:186,SELECT (SELECT a FROM abc WHERE false),14069,19870
testdata/logic_test/select:273,SELECT * FROM xyzw ORDER BY y OFFSET 1,12206,17513
testdata/logic_test/aggregate:31,SELECT jsonb_agg(1) FROM kv,11617,30329
testdata/logic_test/select_index:361,SELECT * FROM bool2 WHERE a IS NULL,16733,28442
testdata/logic_test/select:490,SELECT NULL::int NOT IN (SELECT * FROM (VALUES (1)) AS t(a) WHERE a > 1),20130,45664
testdata/logic_test/ordinal_references:19,"SELECT @2, @1 FROM foo",7117,16965
testdata/logic_test/join:37,SELECT * FROM onecolumn AS a JOIN onecolumn as b USING(x) ORDER BY x,15534,52998
testdata/logic_test/join:990,SELECT * FROM foo NATURAL JOIN bar,29861,92785
testdata/logic_test/float:125,"SELECT f, f::string FROM vals",9544,22653
testdata/logic_test/collatedstring_index1:162,"SELECT b, a FROM t ORDER BY b, a",13903,19340
testdata/logic_test/collatedstring_constraint:76,SELECT a FROM c2 ORDER BY a,9434,13108
testdata/logic_test/tuple:390,"SELECT * FROM uvw WHERE (u, v, w) >= (1, 2, 3) ORDER BY u, v, w",40998,53017
testdata/logic_test/srfs:27,"SELECT * FROM generate_series('2017-11-11 03:00:00'::TIMESTAMP, '2017-11-11 00:00:00'::TIMESTAMP, '-",5481,11460
testdata/logic_test/postgres_jsonb:126,SELECT (test_json->>'field3') FROM test_jsonb WHERE json_type = 'object';,27228,49156
testdata/logic_test/limit:109,"SELECT k FROM (SELECT k, v, w FROM t ORDER BY v LIMIT 4)",17525,27172
testdata/logic_test/json:152,SELECT bar->'a' FROM foo,10174,22532
testdata/logic_test/join:72,SELECT * FROM onecolumn AS a NATURAL LEFT OUTER JOIN onecolumn AS b,14981,87975
testdata/logic_test/views:117,SELECT * FROM v1 AS v1 INNER JOIN v2 AS v2 ON v1.a = v2.x,48120,83028
testdata/logic_test/typing:197,"SELECT * FROM t1, t2 WHERE a = b AND age(b, TIMESTAMPTZ '2017-01-01') > INTERVAL '1 day'",45142,90604
testdata/logic_test/storing:82,SELECT a FROM t14601 ORDER BY a,9281,14151
testdata/logic_test/alter_table:200,SELECT * FROM t,5979,10457
testdata/logic_test/srfs:653,"SELECT * FROM generate_subscripts(ARRAY[3,2,1], -1, true)",11526,15234
testdata/logic_test/select_index:290,"SELECT * FROM xy WHERE x IN (NULL, 1, 2)",28572,44040
testdata/logic_test/select:534,SELECT * FROM a WHERE x > 1 AND y < 30,28622,43326
testdata/logic_test/drop_database:131,SELECT * FROM d2.v4,45325,101855
testdata/logic_test/decimal:160,SELECT * FROM s WHERE d = 0,22608,36340
testdata/logic_test/conditional:42,"SELECT     a,     CASE a     WHEN 1 THEN 'one'     WHEN 2 THEN 'two'     ELSE 'other'     END FROM  ",18038,41019
testdata/logic_test/aggregate:493,"SELECT upper(s), count(DISTINCT k), count(DISTINCT v), count(DISTINCT (v)) FROM kv GROUP BY upper(s)",33575,118945
testdata/logic_test/subquery:347,SELECT * FROM (SELECT * FROM xyz) AS foo (foo1) WHERE foo1 < 7,22330,24195
testdata/logic_test/suboperators:212,"SELECT * FROM abc WHERE a = ANY(SELECT * FROM unnest(ARRAY[4, NULL]))",30257,50507
testdata/logic_test/select:449,"SELECT (2, NULL::int) NOT IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b))",16355,49659
testdata/logic_test/join:793,"SELECT s, str1.s, str2.s FROM str1 RIGHT OUTER JOIN str2 USING(s)",21645,53639
testdata/logic_test/distinct:41,"SELECT y FROM (SELECT DISTINCT y, z FROM xyz)",12518,20672
testdata/logic_test/aggregate:208,"SELECT count(*), k FROM kv GROUP BY 2",16991,26488
testdata/logic_test/suboperators:127,"SELECT 1 < ANY(SELECT * FROM generate_series(1,3))",12257,24673
testdata/logic_test/select_index:572,"SELECT pk, col0 FROM tab1 WHERE (col3 BETWEEN 66 AND 87) ORDER BY 1 DESC",47216,58189
testdata/logic_test/order_by:209,"SELECT generate_series, ARRAY[generate_series] FROM generate_series(1, 1) ORDER BY generate_series",9266,21796
testdata/logic_test/aggregate:172,SELECT jsonb_agg(1) FROM kv,12193,29396
testdata/logic_test/subquery:404,"SELECT foo.a, a, column2, foo.column2 FROM (VALUES (1, 'one'), (2, 'two'), (3, 'three')) AS foo (a)",11584,18192
testdata/logic_test/select_index:212,SELECT * FROM abcd@abcd WHERE a IS NULL AND b > 5,39662,47521
testdata/logic_test/distinct:59,"SELECT DISTINCT y, z FROM xyz ORDER BY y",14798,20250
testdata/logic_test/computed:162,"SELECT a, b, c, d FROM x",10366,9782
testdata/logic_test/computed:542,SELECT d FROM x,7673,10837
testdata/logic_test/subquery:305,"SELECT * FROM (VALUES (1, 2))",4008,7654
testdata/logic_test/srfs:6,"SELECT * FROM generate_series(1, NULL)",5537,9201
testdata/logic_test/join:88,SELECT * FROM onecolumn AS a RIGHT OUTER JOIN onecolumn AS b USING(x) ORDER BY x,16728,48062
testdata/logic_test/tuple:493,"SELECT * FROM uvw WHERE (u, v, w) < (2, 2, 2) ORDER BY u, v, w",45006,62025
testdata/logic_test/inet:541,SELECT * FROM arrays,5587,9521
testdata/logic_test/tuple:27,"SELECT (1, 2, 'hello', NULL, NULL) AS t, (true, NULL, (false, 6.6, false)) AS u FROM tb",20800,39377
testdata/logic_test/select:141,"SELECT kv.K,KV.v FROM kv",8191,10875
testdata/logic_test/join:437,"SELECT a.x AS s, b.x, c.x, a.y, b.y, c.y FROM (twocolumn AS a JOIN twocolumn AS b USING(x) JOIN twoc",37343,93175
testdata/logic_test/distinct_on:80,"SELECT DISTINCT ON (b, c, a) a FROM abc",13488,15613
testdata/logic_test/builtin_function:1257,"SELECT greatest(NULL, a, 5, NULL) FROM foo",11454,26327
testdata/logic_test/aggregate:1134,"SELECT * FROM (SELECT x, max(y) FROM group_ord GROUP BY x) JOIN (SELECT z, min(y) FROM group_ord@foo",55267,95444
testdata/logic_test/views:63,SELECT * FROM v7,39037,46481
testdata/logic_test/serial:59,"SELECT count(DISTINCT a), count(DISTINCT b), count(DISTINCT c) FROM smallbig",25399,43837
testdata/logic_test/select:248,SELECT * FROM xyzw ORDER BY x OFFSET 1 + 0.0,13832,16981
testdata/logic_test/optimizer:64,SELECT EXISTS(SELECT * FROM t WHERE k > 2),41569,40113
testdata/logic_test/family:197,SELECT * FROM unsorted_colids,6920,8476
testdata/logic_test/collatedstring_uniqueindex1:77,"SELECT a, b FROM t ORDER BY a, b",14245,17310
testdata/logic_test/tuple:160,"SELECT * FROM t WHERE (a, b, c) > (1, 2, 3) AND (a, b, c) < (8, 9, 10) ORDER BY a, b, c",62773,74099
testdata/logic_test/subquery:229,SELECT * FROM xyz,6041,7637
testdata/logic_test/join:282,SELECT * FROM onecolumn NATURAL JOIN twocolumn,15925,44510
testdata/logic_test/join:646,SELECT *   FROM (SELECT * FROM pairs LEFT JOIN square ON b = sq AND a > 1 AND n < 6)  WHERE b > 1 AN,91247,150416
testdata/logic_test/order_by:252,SELECT a FROM abc ORDER BY a DESC OFFSET 1,14636,20569
testdata/logic_test/computed:489,SELECT data->>'name' FROM x WHERE k = 5,24424,39873
testdata/logic_test/array:739,SELECT count(b) FROM a,13203,22429
testdata/logic_test/aggregate:545,"SELECT min(k), max(k), min(v), max(v) FROM kv",30797,43487
testdata/logic_test/aggregate:736,SELECT max(y) FROM xyz WHERE x = 7,43498,85699
testdata/logic_test/sequences:540,SELECT id FROM blog_posts ORDER BY id,7962,11724
testdata/logic_test/distinct_on:193,"SELECT DISTINCT ON (x, z) y, z, x FROM xyz WHERE (x,y,z) != (4, 1, 6) ORDER BY z",46327,63368
testdata/logic_test/computed:484,SELECT data->>'name' FROM x WHERE k = 2,23798,39793
testdata/logic_test/aggregate:603,SELECT avg(k) * 2.0 + max(v)::DECIMAL FROM kv WHERE w*2 = k,54713,101818
testdata/logic_test/txn:40,SELECT * FROM kv,5450,7554
testdata/logic_test/suboperators:326,"SELECT 1 = ALL(SELECT * FROM unnest(ARRAY[1, NULL]))",13143,26159
testdata/logic_test/storing:122,"SELECT a, b FROM t14601a ORDER BY a",11417,15524
testdata/logic_test/select_index:74,"SELECT * FROM t12022@i WHERE (c1, c2) > (1, NULL) ORDER BY (c1, c2);",42451,54313
testdata/logic_test/select:459,"SELECT (NULL::int, 2) NOT IN (SELECT * FROM (VALUES (1, 1)) AS t(a, b))",15910,47777
testdata/logic_test/alter_table:650,SELECT count(distinct a) FROM impure,14299,27413
testdata/logic_test/select_index:399,SELECT * FROM int WHERE a IS NOT DISTINCT FROM 2,22476,34544
testdata/logic_test/select:587,SELECT x FROM b WHERE rowid > 0,18782,30038
testdata/logic_test/interleaved:132,SELECT * FROM p0,7013,8930
testdata/logic_test/distinct_on:224,SELECT DISTINCT ON (min(x)) max(y) FROM xyz,25595,53770
testdata/logic_test/computed:533,SELECT d FROM x,7505,10352
testdata/logic_test/suboperators:177,SELECT * FROM abc WHERE a < ANY(SELECT a FROM abc WHERE b = 30) ORDER BY a,40280,90883
testdata/logic_test/optimizer:38,SELECT * FROM test.t,8498,8632
testdata/logic_test/join:424,SELECT * FROM onecolumn JOIN (SELECT x + 2 AS x FROM onecolumn) USING(x),22075,59799
testdata/logic_test/join:1039,"SELECT * FROM foo, bar WHERE foo.a = bar.a AND foo.b = bar.b",37239,70076
testdata/logic_test/float:21,"SELECT f, f IS NaN, f = 'NaN', isnan(f) FROM p@{FORCE_INDEX=primary} ORDER BY 1",34621,48900
testdata/logic_test/alias_types:43,SELECT b || 'cat' FROM aliases ORDER BY a,22722,36618
testdata/logic_test/upsert:324,SELECT b FROM upsert_returning WHERE a = 1,22563,34974
testdata/logic_test/txn:16,SELECT * FROM kv,5412,8060
testdata/logic_test/select_index_flags:59,SELECT b FROM abcd@b WHERE a >= 20 AND a <= 30,31536,44556
testdata/logic_test/select_index:326,SELECT * FROM bool1 WHERE a IS NOT NULL,20961,27964
testdata/logic_test/order_by:118,"SELECT a, b FROM t ORDER BY b, a DESC",11453,15691
testdata/logic_test/join:121,"SELECT * FROM onecolumn AS a FULL OUTER JOIN othercolumn AS b ON a.x = b.x ORDER BY a.x,b.x",23772,51128
testdata/logic_test/select_index:431,SELECT * FROM noncover WHERE b = 2,26821,35314
testdata/logic_test/parallel_stmts:272,"SELECT k, v FROM kv ORDER BY k",8700,10308
testdata/logic_test/json:111,SELECT bar FROM foo,6261,10065
testdata/logic_test/join:705,SELECT * FROM t1 FULL OUTER JOIN t2 USING(x),34871,50869
testdata/logic_test/tuple:265,"SELECT (1, 2) IN (SELECT a, b FROM t ORDER BY 1 DESC, 2 DESC) AS r",25651,52130
testdata/logic_test/select_index:386,SELECT * FROM bool2 WHERE a IS NOT FALSE,19484,30555
testdata/logic_test/postgres_jsonb:94,SELECT test_json ->> 'field5' FROM test_jsonb WHERE json_type = 'object',26630,50658
testdata/logic_test/collatedstring_constraint:40,SELECT a FROM c1 ORDER BY a,10668,12716
testdata/logic_test/aggregate:636,"SELECT max(a), max(b), max(c), max(d) FROM abc",28917,41611
testdata/logic_test/suboperators:306,"SELECT 1 = ALL(SELECT * FROM unnest(ARRAY[1,2,3]))",12652,29168
testdata/logic_test/storing:35,"SELECT a, b, c, d FROM t@c_idx",10550,10827
testdata/logic_test/select:78,"SELECT a,c FROM abc",8471,11479
testdata/logic_test/join:238,SELECT * FROM empty AS a FULL OUTER JOIN onecolumn AS b USING(x) ORDER BY x,19595,57405
testdata/logic_test/distinct_on:154,SELECT DISTINCT ON (b) b FROM abc,7141,14933
testdata/logic_test/datetime:59,SELECT * FROM u ORDER BY a,11515,12081
testdata/logic_test/system:437,"SELECT name, value FROM system.settings WHERE name NOT IN ('version', 'sql.defaults.distsql', 'clust",206699,199770
testdata/logic_test/rows_from:13,"SELECT * FROM ROWS FROM (generate_series(1,4), generate_series(4,5))",6992,12875
testdata/logic_test/limit:3,"SELECT generate_series FROM generate_series(1, 100) ORDER BY generate_series LIMIT 5;",7047,13791
testdata/logic_test/array:586,SELECT b FROM a,5751,10800
testdata/logic_test/select:96,SELECT * FROM abc WHERE a > 5 AND a < 5 AND b>=100,33566,34277
testdata/logic_test/datetime:21,SELECT * FROM t WHERE a = '2015-08-25 04:45:45.53453+01:00'::timestamp,28386,34739
